customer_id,signup_date,country,revenue ,score,email,notes,plan,age,last_login ,channel,is_active
CUST-004553-8421,"Mar 01, 2023",DE,2204.37,58.6,,follow up next quarter,pro,52,2024-07-30 07:51:00,paid,true
CUST-004554-5076,2023-08-01,PL,3966.44,74.6,,high-value lead,pro,58,2023-11-14 04:13:00,social,true
CUST-004555-9010,"Nov 10, 2024",DE,1556.34,82.0,,champion in finance team,pro,24,2025-11-10 00:08:00,organic,false
CUST-004556-2301,27/01/2024,DE,4035.51,67.6,,high-value lead,trial,72,2024-03-21 03:04:00,email,false
CUST-004557-8554,22/02/2024,UA,4356.95,59.3,,champion in finance team,enterprise,37,2024-04-25 03:37:00,email,true
CUST-004558-1307,2023-03-28,US,95.00,64.7,,champion in finance team,pro,46,2024-07-26 02:34:00,social,true
CUST-004559-1461,2023-09-24,PL,3705.85,65.7,,champion in finance team,pro,23,2023-11-23 17:18:00,email,true
CUST-004560-7764,08/11/2024,UA,3025.93,68.1,,expansion opportunity,pro,69,2025-08-20 14:09:00,referral,true
CUST-004561-2107,03/11/2024,PL,4159.40,67.2,anna4561@biz.dev,renewal at risk,pro,56,2025-01-26 21:18:00,email,false
CUST-004562-9678,2023-03-24,UA,3646.71,74.9,,renewal at risk,trial,28,2024-08-09 20:36:00,social,true
CUST-004563-3199,03/12/2024,PL,975.86,71.5,,high-value lead,free,67,2025-09-23 01:56:00,email,true
CUST-004564-9229,15/06/2023,DE,4470.15,66.6,,needs onboarding call,trial,54,2024-10-03 11:26:00,paid,true
CUST-004565-5116,"Sep 04, 2024",US,2818.10,84.1,anna4565@mail.test,needs onboarding call,pro,20,2026-03-04 13:04:00,email,false
CUST-004566-5472,"Jan 17, 2023",Poland,N/A,70.5,maria4566@mail.test,follow up next quarter,free,46,2023-10-24 08:30:00,referral,true
CUST-004567-3362,11/07/2023,PL,2236.76,73.6,,expansion opportunity,enterprise,75,2023-10-03 08:52:00,referral,true
CUST-004568-8524,01/10/2023,DE,,73.4,,needs onboarding call,pro,55,2024-09-16 11:18:00,organic,false
CUST-004569-6258,2023-09-04,PL,1068.77,64.6,,needs onboarding call,pro,37,2024-12-25 17:48:00,social,false
CUST-004570-7825,23/10/2023,US,898.60,67.9,,needs onboarding call,enterprise,20,2025-04-19 06:54:00,organic,true
CUST-004571-6198,2023-02-12,UA,3505.19,56.2,,needs onboarding call,trial,24,2023-11-08 07:58:00,social,true
CUST-004572-5569,12/05/2023,PL,2019.73,75.2,,high-value lead,free,65,2023-11-11 20:26:00,social,true
CUST-004573-3084,2024-11-05,US,3307.52,60.0,,expansion opportunity,trial,55,2025-04-04 22:43:00,social,false
CUST-004574-8930,01/03/2024,UA,1229.27,82.2,,needs onboarding call,enterprise,24,2024-06-30 12:57:00,social,true
CUST-004575-7934,27/12/2024,DE,253.82,71.6,,expansion opportunity,pro,37,2026-01-21 08:15:00,social,true
CUST-004576-7255,"Aug 15, 2024",DE,3175.07,62.1,alex4576@corp.io,expansion opportunity,free,74,2025-06-01 00:59:00,social,true
CUST-004577-9901,03/10/2023,US,2102.57,62.2,,renewal at risk,trial,46,2024-10-22 11:29:00,organic,true
CUST-004578-5226,27/06/2023,US,1176.71,72.8,,renewal at risk,pro,48,2025-02-08 16:35:00,email,true
CUST-004579-6979,20/03/2024,DE,1185.61,61.7,,champion in finance team,free,62,2024-08-01 13:29:00,social,true
CUST-004580-1989,2023-07-10,PL,2510.32,74.2,,follow up next quarter,free,49,2024-08-09 05:01:00,organic,true
CUST-004581-4531,2024-02-29,UA,4792.19,63.5,,champion in finance team,enterprise,72,2025-08-17 09:37:00,paid,true
CUST-004582-9479,"Mar 13, 2023",US,4143.57,73.0,,renewal at risk,trial,40,2024-06-02 14:31:00,referral,true
CUST-004583-5702,"Jan 20, 2023",DE,3843.67,70.2,,champion in finance team,free,36,2023-06-29 21:02:00,referral,true
CUST-004584-5661,2024-04-07,DE,2426.31,64.2,piotr4584@mail.test,champion in finance team,pro,60,2024-10-31 02:44:00,referral,true
CUST-004585-3943,"Feb 02, 2023",US,1737.79,69.4,piotr4585@corp.io,needs onboarding call,pro,45,2023-04-18 13:09:00,referral,false
CUST-004586-2606,16/06/2024,UA,,61.5,,needs onboarding call,pro,53,2024-12-09 10:29:00,referral,true
CUST-004587-9879,03/01/2024,PL,4302.00,71.2,,follow up next quarter,enterprise,38,2025-07-03 01:05:00,referral,true
CUST-004588-1614,"Dec 24, 2024",PL,3723.54,54.5,,needs onboarding call,trial,27,2025-03-23 09:56:00,email,true
CUST-004589-4089,25/11/2024,UA,1933.27,73.5,,expansion opportunity,pro,54,2026-01-07 15:30:00,organic,true
CUST-004590-4279,2024-04-16,PL,4563.70,79.0,maria4590@example.com,champion in finance team,pro,54,2024-10-15 15:46:00,social,true
CUST-004591-7239,17/11/2024,UA,3416.81,74.1,anna4591@corp.io,high-value lead,pro,50,2024-12-19 17:07:00,paid,true
CUST-004592-2871,2024-11-13,PL,468.07,74.0,,needs onboarding call,free,74,2026-03-30 20:31:00,social,true
CUST-004593-2090,2024-05-08,UA,1765.63,65.9,,renewal at risk,pro,22,2024-11-21 05:28:00,email,false
CUST-004594-6067,2024-03-15,PL,3584.81,67.8,,follow up next quarter,pro,29,2024-06-05 01:11:00,organic,true
CUST-004595-5429,01/10/2024,DE,2048.43,75.6,,champion in finance team,enterprise,23,2025-08-02 01:06:00,organic,true
CUST-004596-6544,"Nov 15, 2024",UA,4094.32,66.8,,champion in finance team,pro,59,2026-02-07 21:44:00,referral,true
CUST-004597-6993,"Apr 09, 2024",DE,4549.58,78.7,,expansion opportunity,trial,31,2025-01-25 23:59:00,social,true
CUST-004598-3797,"Jul 21, 2023",US,1412.54,72.4,anna4598@mail.test,champion in finance team,enterprise,49,2025-01-19 17:35:00,email,true
CUST-004599-5281,2024-04-28,UA,4457.51,68.2,,renewal at risk,free,72,2024-08-07 05:16:00,paid,true
CUST-004600-2503,2024-02-13,UA,3447.39,77.5,,follow up next quarter,free,52,2024-09-10 18:26:00,organic,true
CUST-004601-6272,10/09/2023,UA,1369.45,66.9,,expansion opportunity,trial,45,2024-11-29 10:35:00,email,false
CUST-004602-1415,2024-04-15,DE,3829.28,69.4,,champion in finance team,free,52,2025-02-07 15:33:00,organic,true
CUST-004603-8544,16/08/2023,US,787.95,70.6,,champion in finance team,enterprise,59,2024-02-29 13:18:00,social,true
CUST-004604-1892,2023-03-25,DE,3153.81,69.6,,high-value lead,pro,52,2023-05-28 15:26:00,referral,true
CUST-004605-1844,"Mar 15, 2024",US,1850.16,65.8,,renewal at risk,free,64,2025-01-19 04:37:00,referral,false
CUST-004606-3503,2023-10-20,DE,2094.48,87.0,,renewal at risk,trial,18,2024-06-17 23:51:00,email,true
CUST-004607-2825,2024-10-24,DE,525.61,72.5,ivan4607@example.com,renewal at risk,trial,47,2026-06-05 20:00:00,referral,true
CUST-004608-6424,2023-04-24,DE,4978.13,77.4,,renewal at risk,enterprise,42,2023-09-12 19:05:00,referral,true
CUST-004609-3144,"Dec 12, 2024",UA,4565.01,68.6,,needs onboarding call,enterprise,37,2025-03-18 22:39:00,paid,false
CUST-004610-7973,22/06/2024,DE,N/A,65.0,,needs onboarding call,enterprise,27,2025-09-20 21:30:00,organic,false
CUST-004611-2995,2023-11-02,US,3913.04,68.5,kasia4611@mail.test,follow up next quarter,enterprise,51,2024-01-28 22:13:00,email,true
CUST-004612-8219,28/02/2023,poland,249.90,63.3,,expansion opportunity,free,55,2023-04-28 21:41:00,social,false
CUST-004613-3282,23/12/2023,US,284.17,71.8,alex4613@biz.dev,renewal at risk,pro,63,2025-04-04 23:43:00,referral,false
CUST-004614-1567,2024-07-07,PL,455.75,53.2,,champion in finance team,free,62,2024-12-11 01:29:00,social,true
CUST-004615-1911,2023-03-30,DE,3078.10,81.7,,expansion opportunity,free,56,2023-06-04 15:03:00,social,true
CUST-004616-4434,"Jun 29, 2023",DE,1631.72,69.7,,follow up next quarter,enterprise,59,2023-08-11 13:00:00,email,true
CUST-004617-8729,13/01/2023,PL,1717.23,60.5,,expansion opportunity,free,42,2023-09-24 01:55:00,organic,true
CUST-004618-3758,"Nov 06, 2023",US,2091.29,65.5,anna4618@example.com,expansion opportunity,free,21,2024-10-30 13:56:00,social,true
CUST-004619-7499,2024-04-07,US,3752.64,70.5,,follow up next quarter,enterprise,35,2025-10-21 11:16:00,paid,true
CUST-004620-2540,"Oct 21, 2024",DE,1319.20,67.1,maria4620@biz.dev,champion in finance team,trial,71,2024-12-09 16:39:00,social,true
CUST-004621-3815,13/07/2023,DE,3647.37,68.0,,renewal at risk,pro,41,2024-12-15 14:36:00,organic,true
CUST-004622-1554,01/08/2024,POL,927.47,68.7,,expansion opportunity,enterprise,23,2025-11-23 04:49:00,referral,false
CUST-004623-9985,08/02/2024,UA,2606.68,75.7,,renewal at risk,trial,72,2024-04-15 08:41:00,social,true
CUST-004624-8954,30/01/2023,PL,2456.79,69.2,maria4624@corp.io,needs onboarding call,free,75,2024-03-27 23:25:00,social,false
CUST-004625-8738,17/11/2024,US,4926.46,76.9,maria4625@biz.dev,renewal at risk,enterprise,70,2025-06-24 22:39:00,referral,true
CUST-004626-4224,2023-03-31,US,4947.32,82.0,kasia4626@mail.test,champion in finance team,free,70,2023-10-03 23:55:00,email,false
CUST-004627-5243,12/11/2023,US,4488.20,68.5,,follow up next quarter,trial,19,2025-06-11 12:53:00,social,true
CUST-004628-4924,2023-10-24,PL,3200.94,60.9,,champion in finance team,free,47,2024-01-26 21:37:00,email,true
CUST-004629-2738,2023-10-24,UA,4148.27,69.0,,renewal at risk,trial,19,2025-06-05 11:36:00,referral,true
CUST-004630-3120,"Oct 18, 2023",DE,1199.52,74.9,,follow up next quarter,trial,45,2025-04-22 21:43:00,paid,true
CUST-004631-8330,11/09/2024,DE,314.20,52.4,,champion in finance team,trial,19,2025-07-14 07:38:00,organic,true
CUST-004632-1319,"Oct 25, 2024",US,4205.83,89.9,,renewal at risk,trial,28,2025-05-30 17:49:00,social,true
CUST-004633-8312,21/11/2023,UA,3065.67,66.2,alex4633@example.com,high-value lead,free,32,2025-04-16 23:38:00,organic,true
CUST-004634-1572,22/02/2023,UA,2299.46,77.8,,renewal at risk,pro,24,2023-11-20 01:46:00,social,true
CUST-004635-3513,"Oct 01, 2024",UA,4674.60,77.1,,follow up next quarter,free,39,2025-08-12 15:02:00,referral,true
CUST-004636-2913,2024-07-15,DE,4921.93,62.2,,expansion opportunity,enterprise,24,2026-02-28 07:42:00,organic,true
CUST-004637-4643,21/04/2023,PL,4588.11,80.6,maria4637@biz.dev,needs onboarding call,free,39,2023-08-22 00:39:00,referral,true
CUST-004638-1567,2024-01-05,US,3162.30,73.5,,needs onboarding call,trial,30,2024-05-25 21:13:00,referral,false
CUST-004639-3109,17/08/2023,PL,,74.9,,renewal at risk,free,64,2024-08-09 08:30:00,organic,false
CUST-004640-5970,2023-11-10,US,183.58,68.0,,follow up next quarter,pro,42,2024-07-12 18:22:00,organic,false
CUST-004641-1886,"Apr 18, 2023",DE,413.65,76.6,,high-value lead,pro,23,2024-11-14 06:05:00,email,true
CUST-004642-4896,2023-09-21,US,4497.10,69.2,lena4642@biz.dev,expansion opportunity,trial,68,2024-01-13 08:30:00,paid,false
CUST-004643-8721,"Mar 22, 2024",PL,4075.32,83.6,,champion in finance team,enterprise,57,2024-09-26 09:18:00,paid,false
CUST-004644-5842,2024-04-25,DE,N/A,75.4,,expansion opportunity,free,59,2025-03-30 11:04:00,organic,false
CUST-004645-6445,2024-05-02,US,4976.56,76.1,,champion in finance team,free,31,2025-10-25 13:23:00,social,false
CUST-004646-1856,"Sep 30, 2024",DE,4772.76,82.3,lena4646@example.com,needs onboarding call,pro,30,2025-12-12 09:24:00,organic,true
CUST-004647-9278,"Jan 16, 2024",PL,4196.81,77.6,,follow up next quarter,pro,35,2025-06-17 18:38:00,social,true
CUST-004648-1903,2024-01-03,DE,1447.21,64.9,,renewal at risk,trial,39,2025-07-02 21:07:00,paid,true
CUST-004649-3765,20/03/2024,PL,N/A,75.7,,follow up next quarter,trial,40,2025-05-05 23:09:00,organic,true
CUST-004650-3950,"Sep 10, 2024",DE,727.37,70.4,lena4650@biz.dev,renewal at risk,free,21,2024-09-17 19:04:00,email,true
CUST-004651-1400,"Jun 10, 2023",UA,4042.05,68.7,,expansion opportunity,pro,67,2024-10-19 15:24:00,email,true
CUST-004652-4025,"Apr 04, 2024",UA,2409.82,67.6,,needs onboarding call,enterprise,23,2025-02-02 07:38:00,email,true
CUST-004653-2189,31/01/2024,PL,3150.00,75.0,,champion in finance team,trial,48,2024-05-09 16:27:00,organic,true
CUST-004654-3061,"Feb 15, 2023",UA,1918.18,83.9,ivan4654@corp.io,renewal at risk,pro,20,2024-01-21 07:08:00,email,true
CUST-004655-6919,2023-04-04,Poland,4517.24,77.5,,renewal at risk,pro,54,2023-12-11 02:50:00,organic,true
CUST-004656-4679,2023-12-08,DE,1606.93,64.9,,expansion opportunity,free,21,2025-04-26 20:01:00,social,false
CUST-004657-5584,"Oct 04, 2024",UA,1893.11,59.3,,champion in finance team,trial,50,2025-04-03 05:44:00,organic,true
CUST-004658-9593,2024-12-05,PL,732.42,69.5,,needs onboarding call,free,72,2026-04-21 23:50:00,organic,true
CUST-004659-2037,"Apr 28, 2023",PL,4165.23,76.1,,high-value lead,trial,20,2023-08-30 00:30:00,referral,true
CUST-004660-7889,2024-08-29,poland,126.97,63.1,,follow up next quarter,trial,36,2026-04-17 05:05:00,referral,true
CUST-004661-7761,2023-02-20,DE,1003.89,75.9,,expansion opportunity,enterprise,53,2024-06-06 06:14:00,paid,true
CUST-004662-6235,"Dec 19, 2023",DE,1075.24,75.5,,expansion opportunity,enterprise,69,2025-05-27 14:34:00,referral,true
CUST-004663-1628,2024-09-25,UA,3894.46,65.3,,renewal at risk,trial,18,2025-07-24 17:47:00,email,true
CUST-004664-8496,"Oct 19, 2023",DE,340.62,72.0,maria4664@biz.dev,expansion opportunity,free,55,2024-02-24 22:40:00,organic,true
CUST-004665-2020,"Feb 19, 2024",PL,3597.57,67.7,,champion in finance team,enterprise,36,2025-09-25 14:57:00,paid,true
CUST-004666-4104,11/02/2024,PL,2181.78,54.1,,high-value lead,enterprise,34,2024-09-06 13:07:00,referral,false
CUST-004667-2422,2024-05-24,US,1210.28,61.7,,renewal at risk,free,26,2024-08-15 00:20:00,referral,false
CUST-004668-3070,02/06/2024,PL,2689.85,61.1,,high-value lead,trial,55,2024-07-06 22:14:00,paid,false
CUST-004669-7523,2024-06-20,UA,1857.43,52.0,,needs onboarding call,free,34,2024-07-25 16:03:00,email,true
CUST-004670-2332,"Aug 28, 2024",US,2512.22,76.4,,needs onboarding call,trial,27,2025-07-13 22:30:00,email,true
CUST-004671-9397,2023-02-22,PL,1686.02,80.4,,champion in finance team,pro,73,2024-03-25 20:58:00,social,true
CUST-004672-1282,"Jul 11, 2024",US,3316.37,72.9,,champion in finance team,enterprise,59,2025-09-10 23:54:00,paid,false
CUST-004673-5562,2024-07-04,UA,3978.92,84.4,,champion in finance team,enterprise,49,2025-05-06 07:43:00,referral,true
CUST-004674-9799,11/03/2024,UA,1867.00,76.2,piotr4674@example.com,champion in finance team,free,43,2025-09-24 14:26:00,organic,true
CUST-004675-3336,"Feb 25, 2023",DE,N/A,61.7,,champion in finance team,pro,48,2024-04-06 15:29:00,organic,true
CUST-004676-7636,2024-04-15,PL,2754.65,86.8,maria4676@biz.dev,renewal at risk,free,70,2025-01-15 05:34:00,organic,true
CUST-004677-4234,20/05/2024,DE,4556.45,75.4,,follow up next quarter,pro,64,2025-04-22 07:48:00,paid,false
CUST-004678-9056,"Jun 17, 2023",PL,2904.00,61.6,,champion in finance team,free,33,2023-08-15 15:23:00,organic,true
CUST-004679-8085,2024-05-14,UA,3775.54,73.9,lena4679@example.com,follow up next quarter,trial,57,2025-11-23 02:51:00,referral,true
CUST-004680-4150,2024-03-03,PL,3325.76,74.1,,renewal at risk,pro,23,2025-04-04 15:52:00,email,true
CUST-004681-9395,"Jul 15, 2024",US,269.21,81.0,,high-value lead,enterprise,40,2025-05-15 04:07:00,email,false
CUST-004682-9869,10/04/2024,US,860.99,64.2,,champion in finance team,trial,72,2024-11-15 14:01:00,email,false
CUST-004683-7092,14/10/2024,PL,3155.03,65.0,,renewal at risk,trial,37,2026-02-22 19:07:00,email,true
CUST-004684-8929,"Feb 07, 2023",UA,1118.24,68.5,,expansion opportunity,free,44,2024-03-28 01:24:00,organic,false
CUST-004685-7191,12/11/2024,UA,2071.49,60.7,,high-value lead,free,18,2026-06-16 13:13:00,paid,false
CUST-004686-7952,"Dec 02, 2023",PL,3587.37,67.8,,champion in finance team,free,46,2024-08-03 01:45:00,paid,true
CUST-004687-8157,27/11/2024,PL,3496.21,54.9,,high-value lead,free,64,2025-05-16 14:37:00,organic,true
CUST-004688-5687,14/05/2023,US,143.21,64.1,,needs onboarding call,pro,40,2024-06-10 21:20:00,social,true
CUST-004689-1680,2023-10-08,DE,1863.55,79.5,,expansion opportunity,enterprise,28,2024-05-14 03:43:00,organic,false
CUST-004690-9794,2023-03-22,DE,3819.48,77.2,,needs onboarding call,pro,20,2023-07-12 20:43:00,organic,false
CUST-004691-4893,"Oct 12, 2024",US,2494.14,76.0,,renewal at risk,pro,32,2025-09-27 14:42:00,paid,true
CUST-004692-3001,01/01/2024,DE,466.21,71.6,,renewal at risk,trial,57,2024-04-14 07:11:00,referral,true
CUST-004693-2587,2024-12-28,UA,3860.31,69.4,piotr4693@example.com,high-value lead,pro,29,2026-03-17 07:39:00,organic,false
CUST-004694-5407,07/09/2023,PL,3129.06,59.6,,champion in finance team,trial,22,2023-12-16 07:24:00,paid,true
CUST-004695-1688,2024-10-20,pl ,N/A,66.0,,high-value lead,pro,51,2025-07-31 21:27:00,organic,true
CUST-004696-3764,"Aug 18, 2024",UA,3581.76,66.2,anna4696@corp.io,high-value lead,enterprise,58,2025-08-17 05:26:00,organic,true
CUST-004697-4238,2024-01-22,PL,483.08,70.9,,champion in finance team,pro,29,2024-12-04 18:42:00,email,false
CUST-004698-8618,"Jan 12, 2024",DE,3621.99,69.8,,follow up next quarter,enterprise,62,2024-12-18 09:35:00,paid,true
CUST-004699-7228,2024-08-16,PL,3057.63,74.1,lena4699@mail.test,renewal at risk,pro,41,2025-04-18 18:01:00,email,true
CUST-004700-4579,11/06/2024,US,2537.65,58.2,,follow up next quarter,pro,24,2025-12-13 05:34:00,paid,true
CUST-004701-1410,02/01/2024,UA,4775.01,71.8,,needs onboarding call,enterprise,46,2025-03-17 15:32:00,paid,false
CUST-004702-2532,19/06/2023,US,3834.26,66.0,,high-value lead,free,45,2023-11-08 12:10:00,organic,false
CUST-004703-7479,"Dec 16, 2024",UA,1423.05,54.7,,needs onboarding call,enterprise,28,2025-11-05 16:59:00,email,true
CUST-004704-6653,"Aug 29, 2024",Poland,3596.11,78.9,tom4704@example.com,follow up next quarter,trial,54,2025-12-18 01:36:00,social,true
CUST-004705-5147,"Mar 11, 2024",UA,4549.61,65.1,ivan4705@example.com,follow up next quarter,trial,62,2024-10-04 07:34:00,referral,false
CUST-004706-4102,2023-06-09,US,784.49,76.6,,expansion opportunity,enterprise,72,2024-02-21 09:55:00,email,true
CUST-004707-5258,"Nov 08, 2023",DE,2024.29,66.7,,needs onboarding call,trial,26,2024-11-05 20:52:00,paid,false
CUST-004708-1228,2024-11-20,US,304.02,67.9,,high-value lead,enterprise,24,2025-09-05 16:07:00,referral,true
CUST-004709-6770,2024-07-22,DE,1518.16,62.8,ivan4709@mail.test,high-value lead,pro,46,2024-09-12 12:49:00,organic,false
CUST-004710-9761,12/02/2023,US,1470.73,58.5,kasia4710@biz.dev,needs onboarding call,trial,52,2024-06-05 05:09:00,referral,true
CUST-004711-7477,17/12/2024,PL,4490.78,71.8,,needs onboarding call,enterprise,39,2025-08-29 13:02:00,paid,false
CUST-004712-4590,2024-08-15,UA,2669.62,60.9,piotr4712@mail.test,expansion opportunity,pro,41,2025-04-07 16:25:00,paid,false
CUST-004713-6026,12/07/2023,PL,375.34,64.4,,expansion opportunity,enterprise,62,2023-08-14 00:33:00,paid,false
CUST-004714-8070,09/08/2024,US,3987.33,70.2,,high-value lead,trial,33,2026-03-11 18:30:00,email,true
CUST-004715-7247,2024-02-25,US,2902.47,75.5,,renewal at risk,trial,49,2024-09-09 04:35:00,referral,true
CUST-004716-3944,"May 16, 2023",DE,4506.35,63.7,,needs onboarding call,free,21,2024-05-01 00:59:00,paid,true
CUST-004717-9947,"Jun 03, 2024",UA,1227.71,65.9,,renewal at risk,pro,19,2025-12-18 22:27:00,paid,false
CUST-004718-9146,"Jun 24, 2024",US,4700.71,74.3,,follow up next quarter,free,49,2025-06-29 08:21:00,email,false
CUST-004719-7048,03/09/2024,US,4974.46,64.4,,needs onboarding call,pro,45,2025-05-09 04:45:00,referral,false
CUST-004720-8620,2024-05-25,US,1652.93,62.8,,expansion opportunity,free,65,2024-12-09 10:40:00,paid,true
CUST-004721-7930,19/02/2024,DE,566.15,67.8,,renewal at risk,pro,46,2024-04-25 19:28:00,referral,false
CUST-004722-3872,"Sep 25, 2023",DE,1771.23,78.4,,renewal at risk,pro,55,2024-09-02 17:28:00,referral,false
CUST-004723-4212,"Nov 22, 2024",DE,1654.31,60.4,,expansion opportunity,enterprise,55,2024-11-28 06:18:00,organic,true
CUST-004724-5405,08/11/2023,UA,524.50,66.1,tom4724@biz.dev,needs onboarding call,free,41,2024-07-28 23:02:00,paid,true
CUST-004725-4903,"Jul 13, 2023",US,2305.55,75.6,,needs onboarding call,enterprise,64,2023-09-03 06:45:00,paid,true
CUST-004726-2572,2024-06-04,US,1695.22,80.5,,champion in finance team,enterprise,52,2025-07-03 23:33:00,social,true
CUST-004727-5939,2024-07-01,US,1795.30,65.9,,renewal at risk,trial,34,2024-09-02 07:38:00,referral,true
CUST-004728-8110,2024-07-11,PL,1588.81,88.7,,champion in finance team,enterprise,74,2025-03-18 21:21:00,social,false
CUST-004729-9671,28/04/2023,POL,3859.18,75.9,,needs onboarding call,pro,69,2024-12-18 10:17:00,referral,true
CUST-004730-1176,"Jun 17, 2023",US,4898.10,63.3,,expansion opportunity,trial,31,2023-10-24 03:38:00,email,true
CUST-004731-7384,17/03/2024,DE,3212.96,80.2,,renewal at risk,enterprise,66,2025-02-22 10:59:00,social,true
CUST-004732-9978,22/11/2023,UA,,80.2,,high-value lead,free,52,2024-07-18 04:25:00,email,true
CUST-004733-3142,"Aug 21, 2023",US,3761.87,68.4,piotr4733@corp.io,champion in finance team,pro,47,2024-12-16 15:26:00,social,true
CUST-004734-6303,2023-07-23,DE,N/A,85.9,,follow up next quarter,pro,55,2023-09-11 21:07:00,organic,false
CUST-004735-4071,"Jan 02, 2024",US,3439.69,63.4,,needs onboarding call,free,34,2024-10-17 00:02:00,organic,true
CUST-004736-1592,2023-11-25,US,2996.61,71.5,,needs onboarding call,free,60,2025-05-26 11:23:00,organic,true
CUST-004737-7345,"Dec 22, 2023",poland,185.45,75.2,,needs onboarding call,trial,18,2024-07-18 00:54:00,email,true
CUST-004738-3450,2023-10-15,UA,2045.91,68.4,,champion in finance team,enterprise,28,2024-08-31 20:20:00,paid,true
CUST-004739-9066,28/12/2024,UA,1712.97,67.2,,follow up next quarter,pro,25,2025-05-17 23:44:00,email,true
CUST-004740-9888,2024-11-23,US,971.27,75.2,,needs onboarding call,enterprise,27,2025-10-06 13:16:00,organic,true
CUST-004741-8894,06/02/2024,US,N/A,64.3,kasia4741@biz.dev,expansion opportunity,pro,73,2025-03-19 01:53:00,email,true
CUST-004742-2129,2024-03-27,DE,4769.78,62.3,,renewal at risk,free,25,2025-07-09 15:18:00,email,true
CUST-004743-7102,25/02/2023,DE,2076.45,73.5,,renewal at risk,free,20,2023-10-24 09:54:00,referral,false
CUST-004744-6379,29/02/2024,PL,915.06,88.0,,needs onboarding call,free,59,2025-07-29 10:51:00,referral,true
CUST-004745-9963,01/08/2024,PL,1775.03,65.7,,high-value lead,enterprise,23,2025-10-19 11:46:00,referral,false
CUST-004746-7419,13/08/2023,UA,4837.59,72.8,piotr4746@mail.test,follow up next quarter,enterprise,37,2024-11-11 22:12:00,paid,true
CUST-004747-1305,"Jun 21, 2023",US,4692.01,70.2,,expansion opportunity,enterprise,36,2023-10-03 14:39:00,email,false
CUST-004748-2530,"Jun 06, 2024",PL,4485.22,74.8,,champion in finance team,pro,42,2025-09-08 03:28:00,social,true
CUST-004749-7461,19/10/2024,UA,164.72,61.8,,champion in finance team,trial,71,2025-04-11 10:23:00,referral,true
CUST-004750-8702,12/11/2023,US,230.99,65.3,piotr4750@mail.test,high-value lead,pro,45,2024-04-17 14:02:00,social,false
CUST-004751-2428,"Aug 18, 2024",US,4165.44,75.6,,renewal at risk,enterprise,60,2024-10-28 07:04:00,paid,false
CUST-004752-9314,2023-06-15,PL,4473.41,74.7,lena4752@mail.test,needs onboarding call,pro,40,2023-12-13 17:49:00,organic,true
CUST-004753-5684,"Dec 28, 2024",Poland,3156.07,66.3,,needs onboarding call,pro,70,2025-10-28 15:58:00,referral,true
CUST-004754-7360,"Dec 28, 2023",PL,2624.13,66.3,,follow up next quarter,enterprise,46,2025-03-14 16:09:00,email,false
CUST-004755-2016,"Dec 01, 2023",UA,,73.9,kasia4755@example.com,champion in finance team,enterprise,36,2024-09-18 11:51:00,referral,true
CUST-004756-6989,2024-11-15,US,2920.69,73.6,,high-value lead,enterprise,42,2026-06-25 00:01:00,organic,true
CUST-004757-2892,"May 23, 2023",UA,3057.62,86.2,,expansion opportunity,enterprise,71,2024-05-13 03:55:00,paid,true
CUST-004758-3707,"Nov 15, 2023",PL,33.12,61.2,,renewal at risk,free,37,2025-02-05 05:07:00,organic,true
CUST-004759-3387,2023-10-09,UA,2973.39,83.7,,follow up next quarter,trial,47,2024-10-12 02:01:00,paid,true
CUST-004760-7160,"Jul 06, 2023",PL,724.34,65.9,ivan4760@example.com,follow up next quarter,pro,27,2025-02-22 04:06:00,paid,true
CUST-004761-7830,2024-09-02,poland,1686.53,70.2,piotr4761@biz.dev,needs onboarding call,pro,41,2025-06-07 13:03:00,referral,true
CUST-004762-8110,2024-03-27,poland,4552.82,63.3,,champion in finance team,free,56,2024-06-08 10:21:00,email,true
CUST-004763-6794,2023-08-23,UA,3650.28,76.9,,needs onboarding call,pro,25,2025-02-12 19:22:00,social,false
CUST-004764-2717,"Jul 02, 2024",PL,2011.04,67.4,,high-value lead,free,48,2025-08-29 23:52:00,paid,false
CUST-004765-5521,"Jul 30, 2024",DE,554.49,61.2,,champion in finance team,pro,41,2025-09-13 12:53:00,organic,false
CUST-004766-5792,"Mar 03, 2023",PL,1303.18,61.7,,champion in finance team,free,67,2023-10-10 03:16:00,referral,false
CUST-004767-7331,30/03/2023,US,1015.90,62.4,kasia4767@biz.dev,expansion opportunity,enterprise,33,2023-06-11 15:58:00,organic,false
CUST-004768-1499,14/06/2023,UA,3559.03,73.1,,expansion opportunity,free,52,2024-02-06 13:58:00,social,true
CUST-004769-5292,2023-03-28,UA,931.43,59.7,kasia4769@example.com,needs onboarding call,enterprise,75,2024-05-15 17:07:00,organic,false
CUST-004770-3024,2024-09-25,UA,4646.96,68.9,piotr4770@biz.dev,champion in finance team,free,21,2026-01-12 05:54:00,social,true
CUST-004771-2069,2024-11-30,US,1099.88,60.3,,renewal at risk,free,66,2025-06-01 11:55:00,email,true
CUST-004772-8680,2023-12-22,PL,419.34,79.1,,high-value lead,trial,26,2024-04-28 10:35:00,email,true
CUST-004773-1254,"Jan 09, 2023",UA,2859.13,61.4,,follow up next quarter,free,66,2023-05-12 01:48:00,email,true
